text,label_text,label
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,2
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral,1
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,2
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,1
Why not subscribe to the magazine ?,neutral,1
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,1
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral,1
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral,1
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",positive,2
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral,1
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral,1
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,2
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive,2
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,1
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral,1
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,2
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,1
The company specialises in temporary electrification and heating at construction sites .,neutral,1
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,0
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,1
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,1
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,2
The deal is subject to approval by the Norwegian competition authorities .,neutral,1
Their names have not yet been released .,neutral,1
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,2
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,2
The expanded company will continue to be called NewPage .,neutral,1
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,positive,2
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,0
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,0
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,0
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,1
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral,1
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,1
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral,1
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,0
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral,1
The value of the orders is over EUR 10mn .,neutral,1
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,1
"The contract includes software licences , application maintenance and training .",neutral,1
The first of the two project phases is expected to be completed by the end of 2012 .,neutral,1
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,2
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral,1
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,1
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,1
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,neutral,1
Export declined by 6 percent to 16.4 million liters .,negative,0
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,1
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,2
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral,1
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,0
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive,2
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral,1
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,1
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive,2
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,1
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,2
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,1
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",neutral,1
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,1
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,1
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,1
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,1
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,0
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",neutral,1
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,0
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral,1
"The guidance has been set at 90 basis points over mid-swaps , the report said .",neutral,1
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral,1
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral,1
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,1
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral,1
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral,1
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,1
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,1
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,0
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative,0
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,0
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,2
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral,1
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,2
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,1
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral,1
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",neutral,1
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,0
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,1
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral,1
"`` The number of collection errors fell considerably , and operations speeded up .",positive,2
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,0
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,2
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive,2
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,0
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",neutral,1
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive,2
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,0
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral,1
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,2
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,1
"Upon establishment , the plan is directed to approximately 20 persons .",neutral,1
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,1
Olvi has posted a strong set of figures for the first six months of this year .,positive,2
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,neutral,1
The company says the measures are no longer needed .,neutral,1
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive,2
The value of the order is about EUR 30mn .,neutral,1
"At this growth rate , paying off the national debt will be extremely painful .",negative,0
The contract includes heating plant equipment and associated installation work .,neutral,1
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,0
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,0
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,1
HK Ruokatalo 's target is to know the consumers .,neutral,1
( The acquisition sum has not been disclosed . ),neutral,1
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,0
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,1
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,2
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,1
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral,1
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,1
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,1
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,1
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,2
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,1
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,2
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,2
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,0
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,1
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,1
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral,1
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,2
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,1
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,2
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive,2
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive,2
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,1
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",neutral,1
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,2
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,2
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,0
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,1
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,2
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,2
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral,1
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral,1
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,1
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,positive,2
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral,1
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,1
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,2
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral,1
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,2
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,1
The corrected chapter is in its entirety below .,neutral,1
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,2
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",neutral,1
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,2
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive,2
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,1
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,2
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,2
This new partnership agreement represents a significant milestone for both parties .,positive,2
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",neutral,1
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,0
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,1
The company is well positioned in Brazil and Uruguay .,positive,2
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",positive,2
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,1
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,0
The duration of the contract is 37 months .,neutral,1
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral,1
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,2
The presentation material can be viewed on the company 's website in English after the conference .,neutral,1
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral,1
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive,2
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,2
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,1
Cision says the sale will return its U.K. operation to profitability .,positive,2
Panostaja did not disclose the purchase price .,neutral,1
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,1
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,0
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,2
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,0
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,neutral,1
Performance in the second half of 2009 exceeded expectations .,positive,2
"SCOPI Chief Business Excellence Officer , Eng .",neutral,1
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,0
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,0
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,1
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,2
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,2
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,1
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,2
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral,1
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,1
"The total number of voting rights is 74,612,523 .",neutral,1
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,1
The order was valued at USD12 .2 m.,neutral,1
Delivery is due in the second half of 2011 .,neutral,1
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",neutral,1
The original patent was filed in Finland under application No. .,neutral,1
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral,1
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,1
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",neutral,1
The orders also include a few high-power drives for the control of seismic compressors .,neutral,1
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,2
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,2
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,1
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",neutral,1
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral,1
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,0
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,1
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,0
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,1
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",neutral,1
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,1
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,2
The issuer is solely responsible for the content of this announcement .,neutral,1
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,0
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,1
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral,1
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive,2
"Currently Glaston employs approximately 1,500 persons .",neutral,1
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,neutral,1
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,1
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,1
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,2
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive,2
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,2
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,neutral,1
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,1
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,2
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,2
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,2
The sale price was not disclosed .,neutral,1
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,1
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,2
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,0
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive,2
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative,0
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,2
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral,1
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,2
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,1
The company 's market share is continued to increase further .,positive,2
"- Demand for fireplace products was lower than expected , especially in Germany .",negative,0
Scanfil issued a profit warning on 10 April 2006 .,negative,0
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,2
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,0
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive,2
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,1
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",positive,2
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral,1
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,1
Sanoma News ' advertising sales decreased by 22 % during the year .,negative,0
